iter	Logloss
0	0.3950288281
1	0.2276217006
2	0.1268163639
3	0.07271240529
4	0.05145235351
5	0.03246342006
6	0.02121357551
7	0.01387463762
8	0.009586278039
9	0.007013699763
10	0.005167097637
11	0.003935197878
12	0.003098392939
13	0.002546877041
14	0.002056578941
15	0.00176838337
16	0.001478289079
17	0.001287952059
18	0.001131612748
19	0.0009943074781
20	0.0008670394146
21	0.0007852328229
22	0.0007117720115
23	0.0006275466679
24	0.0005710349931
25	0.0005333630086
26	0.0004914758638
27	0.0004914758638
28	0.000455691762
29	0.0004252037936
30	0.0004251294483
31	0.0004250645792
32	0.0004250397974
33	0.0004251120369
34	0.0004251120369
35	0.0004251021499
36	0.0004250395663
37	0.0004251430077
38	0.0003928365968
39	0.0003928219075
40	0.0003928219075
41	0.000392801928
42	0.000392726915
43	0.0003928370334
44	0.0003927612757
45	0.0003927612757
46	0.0003927290465
47	0.0003927709829
48	0.0003927622515
49	0.0003927393958
50	0.0003927614298
51	0.0003927614298
52	0.0003927416814
53	0.0003927416814
54	0.0003927764786
55	0.0003926053945
56	0.0003926053945
57	0.0003927296885
58	0.0003927296885
59	0.0003927296885
60	0.0003927296885
61	0.0003927246551
62	0.0003927068842
63	0.0003925933246
64	0.0003926906027
65	0.0003926906027
66	0.0003926906027
67	0.0003926906027
68	0.0003926142286
69	0.0003925535711
70	0.0003925535711
71	0.0003925535711
72	0.0003925624822
73	0.0003925813831
74	0.0003925813831
75	0.0003924910132
76	0.000392587264
77	0.0003586297198
78	0.0003585532943
79	0.0003585532943
80	0.000358637501
81	0.0003586471055
82	0.0003586471055
83	0.0003586471055
84	0.0003586471055
85	0.0003304549303
86	0.0003304333073
87	0.0003304200047
88	0.000330389753
89	0.000330337005
90	0.000330405187
91	0.0003304181043
92	0.0003303302254
93	0.0003303302254
94	0.000330290215
95	0.0003303010779
96	0.0003303231375
97	0.0003303231375
98	0.0003303231375
99	0.0003302422437
100	0.0003303091673
101	0.0003302623773
102	0.0003302623773
103	0.0003302578318
104	0.0003302459417
105	0.0003302682324
106	0.0003302640465
107	0.0003302559571
108	0.0003301820997
109	0.0003301450683
110	0.0003301450683
111	0.0003301725979
112	0.0003301725979
113	0.0003301725979
114	0.0003301725979
115	0.0003301767068
116	0.0003301931424
117	0.0003301839744
118	0.0003301425516
119	0.0003302018738
120	0.0003301871331
121	0.000330135849
122	0.0003301612471
123	0.000330121776
124	0.0003301510776
125	0.0003300962239
126	0.0003301321253
127	0.0003301299168
128	0.0003301052121
129	0.0003301214936
130	0.000330087287
131	0.0003300439895
132	0.0003301114781
133	0.0003301049553
134	0.0003300700553
135	0.0003300675643
136	0.0003300782988
137	0.0003301324078
138	0.0003300156639
139	0.0003300156639
140	0.0003300156639
141	0.0003300692849
142	0.0003299771687
143	0.0003300461467
144	0.0003300197214
145	0.0003300561621
146	0.0003299900089
147	0.0003300177183
148	0.0003299854635
149	0.0003300271944
150	0.0003299817398
151	0.0003299021557
152	0.0003299763469
153	0.0003299043899
154	0.0003299043899
155	0.0003299214418
156	0.0003298845131
157	0.0003298845131
158	0.0003298195155
159	0.0003297666649
160	0.0003297381851
161	0.000329730635
162	0.0003297451702
163	0.0003297542098
164	0.000329756521
165	0.000329737312
166	0.0003296920371
167	0.0003296471731
168	0.0003296731618
169	0.0003296298387
170	0.0003296209275
171	0.000329604646
172	0.0003296337421
173	0.0003295927302
174	0.0003296439373
175	0.000329603927
176	0.0003296213384
177	0.00032963536
178	0.0003295752418
179	0.0003296029511
180	0.0003296337678
181	0.0003296084468
182	0.0003295729562
183	0.0003296317904
184	0.0003296115798
185	0.0003296017185
186	0.0003295937318
187	0.0003295452725
188	0.0003295091656
189	0.0003295399823
190	0.0003296010251
191	0.0003295769367
192	0.000329573213
193	0.000329491446
194	0.0003295540553
195	0.0003295492787
196	0.0003294418311
197	0.0003295251133
198	0.0003295202853
199	0.0003295190783
200	0.0003294914717
201	0.0003295373372
202	0.0003294780921
203	0.0003295218005
204	0.0003294708502
205	0.0003294689241
206	0.0003294856936
207	0.0003294287854
208	0.0003294342297
209	0.0003294658681
210	0.0003295295303
211	0.0003294847691
212	0.0003294828687
213	0.0003295040809
214	0.0003295205164
215	0.0003294345378
216	0.0003294491244
217	0.0003294669467
218	0.0003294952981
219	0.0003294095249
220	0.0003294395199
221	0.0003294453237
222	0.0003293833564
223	0.0003294242142
224	0.0003293946816
225	0.0003293816358
226	0.0003293919594
227	0.0003293685644
228	0.000329437337
229	0.0003294203108
230	0.0003293342294
231	0.0003293604236
232	0.0003294521033
233	0.0003293553389
234	0.0003293832537
235	0.0003293661761
236	0.0003293755238
237	0.0003293783744
238	0.0003293209783
239	0.0003293021801
240	0.0003293513841
241	0.0003293184102
242	0.0003293396737
243	0.0003292823033
244	0.0003293081123
245	0.0003292749073
246	0.000329270593
247	0.0003292883126
248	0.0003292425754
249	0.0003293147636
250	0.0003292728272
251	0.0003292571877
252	0.0003292883896
253	0.0003292289904
254	0.0003292630172
255	0.0003292385436
256	0.000329297121
257	0.0003292600125
258	0.0003292797866
259	0.0003292470695
260	0.0003292457341
261	0.0003292706957
262	0.0003291843575
263	0.0003292467614
264	0.0003292101922
265	0.000329260295
266	0.0003291931917
267	0.0003291916765
268	0.0003291910345
269	0.0003292177166
270	0.0003292027448
271	0.0003291799405
272	0.0003291785024
273	0.0003292112194
274	0.0003291670488
275	0.0003291241109
276	0.000329199432
277	0.0003291703359
278	0.0003291213887
279	0.0003291668947
280	0.0003291780401
281	0.0003291572902
282	0.0003291335613
283	0.0003291086512
284	0.0003291109111
285	0.0003291483277
286	0.0003291242136
287	0.0003291903154
288	0.0003290789644
289	0.000329111476
290	0.0003290843316
291	0.0003291091648
292	0.0003291002793
293	0.0003290244702
294	0.000329094758
295	0.0003290498426
296	0.0003290483788
297	0.0003290709521
298	0.0003290368739
299	0.0003290907775
300	0.000329059704
301	0.0003289961702
302	0.0003290168687
303	0.0003290990466
304	0.0003290152252
305	0.0003290176392
306	0.0003290172283
307	0.0003290182555
308	0.0003289752148
309	0.0003290120922
310	0.0003289899812
311	0.000328947788
312	0.0003290077265
313	0.0003290446551
314	0.0003289997655
315	0.0003289744958
316	0.0003289386457
317	0.0003289647371
318	0.0003290016145
319	0.0003289422153
